,PMID,TITLE,File,Article Citation,Accession ID,Last Updated (YYYY-MM-DD HH:MM:SS),License
29309,32455105,Intranasal lobular capillary hemangioma: A series of five cases.,oa_package/8c/2f/PMC7236058.tar.gz,Respir Med Case Rep. 2020 May 11; 30:101073,PMC7236058,5/27/2020 20:56,CC BY-NC-ND
29310,32434384,Over-the-Counter Drug Causing Acute Pancreatitis.,oa_package/63/36/PMC7243389.tar.gz,J Investig Med High Impact Case Rep. 2020 May 21; 8:2324709620922724,PMC7243389,6/3/2020 20:37,CC BY-NC
29312,32426690,Subacute Presentation of Central Cord Syndrome Resulting from Vertebral Osteomyelitis and Discitis: A Case Report.,oa_package/15/02/PMC7220002.tar.gz,Clin Pract Cases Emerg Med. 2020 Apr 23; 4(2):267-271,PMC7220002,5/20/2020 20:56,CC BY
29314,32426403,Simple Linear Calculating Method of Glenoid Bone Defects Using 3-Dimensional Computed Tomography Based on an East Asian Population in China.,oa_package/b3/69/PMC7218985.tar.gz,Orthop J Sports Med. 2020 Apr 27; 8(4):2325967120914273,PMC7218985,5/20/2020 20:56,CC BY-NC-ND
29315,28451014,Role of H-FABP values in determining the etiologic factors of the cardiac injuries.,oa_package/74/b5/PMC5398237.tar.gz,Pan Afr Med J. 2017 Jan 24; 26:36,PMC5398237,4/30/2017 9:34,CC BY
29318,21540816,Use of a hanging weight system for coronary artery occlusion in mice.,oa_package/0f/21/PMC3169250.tar.gz,J Vis Exp. 2011 Apr 19;(50):2526,PMC3169250,9/3/2015 4:29,CC BY-NC-ND
29319,18786242,Concentrations of cardiac Troponin I before and after ovariohysterectomy in 46 female dogs with pyometra.,oa_package/c7/14/PMC2546406.tar.gz,Acta Vet Scand. 2008 Sep 11; 50(1):35,PMC2546406,4/3/2013 13:19,CC BY
29320,32417731,Case report of traumatic intrapericardial diaphragmatic hernia: Laparoscopic composite mesh repair and literature review.,oa_package/e9/9b/PMC7229399.tar.gz,Int J Surg Case Rep. 2020 May 7; 70:159-163,PMC7229399,5/20/2020 20:36,CC BY
29321,32399013,Preliminary Presentation of Metastatic Non-Small Cell Carcinoma of the Lung as Atraumatic Avulsion Fracture of the Lesser Trochanter.,oa_package/88/7d/PMC7204840.tar.gz,Case Rep Oncol. 2020 Apr 21; 13(1):436-441,PMC7204840,6/9/2020 12:56,CC BY-NC
29322,32368428,A Common Medication with an Uncommon Adverse Event: A Case of Doxycycline-induced Pancreatitis.,oa_package/07/2e/PMC7193178.tar.gz,Cureus.; 12(4):e7496,PMC7193178,5/6/2020 20:56,CC BY
29325,32305663,Late onset hyperplastic callus formation in osteogenesis imperfecta type V simulating osteosarcoma-A case report.,oa_package/b9/21/PMC7163286.tar.gz,Int J Surg Case Rep. 2020 Mar 28; 69:83-86,PMC7163286,4/22/2020 20:37,CC BY
29326,32251988,Pneumorrachis and pneumocephalus associated with neck injury after stabbing.,oa_package/71/16/PMC7132114.tar.gz,Int J Surg Case Rep. 2020 Feb 19; 69:48-50,PMC7132114,4/9/2020 20:34,CC BY
29327,32206510,Assessment of Interobserver Variability for CT Scan-Based Evaluation of Posterior Ligament Complex Injury in Thoracolumbar Fractures: An International Multicenter Pilot Study.,oa_package/96/4e/PMC7076588.tar.gz,Global Spine J. 2020 Apr 9; 10(2):118-129,PMC7076588,3/25/2020 20:33,CC BY-NC-ND
29328,28674715,Urinary neutrophil gelatinase-associated lipocalin is an excellent predictor of mortality in intensive care unit patients.,oa_package/6f/14/PMC5556277.tar.gz,Saudi Med J. 2017 Jul; 38(7):706-714,PMC5556277,8/28/2017 20:08,CC BY-NC-SA
29333,27635239,Recent advances in understanding vitiligo.,oa_package/4f/ba/PMC5017284.tar.gz,F1000Res. 2016 Sep 6; 5:F1000 Faculty Rev-2234,PMC5017284,9/1/2017 14:21,CC BY
29334,25153123,Interacting chemokine signals regulate dendritic cells in acute brain injury.,oa_package/bc/b9/PMC4143236.tar.gz,PLoS One. 2014 Aug 25; 9(8):e104754,PMC4143236,4/6/2018 2:23,CC BY
29335,25073791,Targeting PI3Kγ activity decreases vascular trauma-induced intimal hyperplasia through modulation of the Th1 response.,oa_package/2b/86/PMC4144742.tar.gz,J Exp Med. 2014 Aug 25; 211(9):1779-1792,PMC4144742,11/21/2017 11:24,CC BY-NC-SA
29336,15998793,Inhibition of astroglial nuclear factor kappaB reduces inflammation and improves functional recovery after spinal cord injury.,oa_package/29/e5/PMC2212896.tar.gz,J Exp Med. 2005 Jul 4; 202(1):145-156,PMC2212896,3/15/2018 7:44,CC BY-NC-SA
29337,23991040,C1 esterase inhibitor reduces lower extremity ischemia/reperfusion injury and associated lung damage.,oa_package/73/9d/PMC3753343.tar.gz,PLoS One. 2013 Aug 26; 8(8):e72059,PMC3753343,3/31/2018 20:36,CC BY
29338,32382692,Systemic Parathyroid Hormone Enhances Fracture Healing in Multiple Murine Models of Type 2 Diabetes Mellitus.,oa_package/02/1e/PMC7202418.tar.gz,JBMR Plus. 2020 Apr 2; 4(5):e10359,PMC7202418,5/10/2020 0:56,CC BY
29339,32341459,Regeneration of segmental defects in metatarsus of sheep with vascularized and customized 3D-printed calcium phosphate scaffolds.,oa_package/74/23/PMC7184564.tar.gz,Sci Rep. 2020 Apr 27; 10:7068,PMC7184564,4/29/2020 20:36,CC BY
29341,32292610,Bilateral calcaneal insufficiency fractures due to chronic carbamazepine use for trigeminal neuralgia: A case report.,oa_package/51/45/PMC7150727.tar.gz,Case Rep Endocrinol. 2020 Mar 31; 2020:2128093,PMC7150727,4/16/2020 20:56,CC BY
29342,32231851,Minimally invasive implantation and decreased inflammation reduce osteoinduction of biomaterial.,oa_package/c7/00/PMC7090265.tar.gz,Turk J Obstet Gynecol. 2019 Dec 28; 16(4):219-223,PMC7090265,4/2/2020 20:35,CC BY
29343,32206106,Vitamin D Ameliorates Kidney Ischemia Reperfusion Injury via Reduction of Inflammation and Myofibroblast Expansion.,oa_package/a7/dc/PMC7069090.tar.gz,Theranostics. 2020 Feb 18; 10(8):3533-3545,PMC7069090,3/25/2020 20:33,CC BY
29345,32095306,Transient Cell Membrane Disruptions induce Calcium Waves in Corneal Keratocytes.,oa_package/5f/ce/PMC7035534.tar.gz,Case Rep Rheumatol. 2020 Feb 10; 2020:3218350,PMC7035534,2/26/2020 19:34,CC BY
29346,26785343,Ceruloplasmin and Hypoferremia: Studies in Burn and Non-Burn Trauma Patients.,oa_package/2a/a5/PMC4665565.tar.gz,Antioxidants (Basel). 2015 Mar 6; 4(1):153-169,PMC4665565,1/20/2016 2:03,CC BY
29347,30013894,"Evaluation of sociodemographic, clinical, and laboratory markers of sickle leg ulcers among young nigerians at a tertiary health institution.",oa_package/d7/ba/PMC6043470.tar.gz,J Bone Jt Infect. 2018 Jul 6; 3(3):130-137,PMC6043470,8/20/2018 11:12,CC BY-NC
29349,29962702,Does the prehospital National Early Warning Score predict the short-term mortality of unselected emergency patients?,oa_package/70/f1/PMC6009165.tar.gz,J Indian Soc Periodontol. 2018 May-Jun; 22(3):228-234,PMC6009165,7/3/2018 19:51,CC BY-NC-SA
29350,29880018,Prevalence of diffuse idiopathic skeletal hyperostosis (DISH) assessed with whole-spine computed tomography in 1479 subjects.,oa_package/14/01/PMC5992854.tar.gz,Scand J Trauma Resusc Emerg Med. 2018 Jun 7; 26:48,PMC5992854,7/5/2018 20:08,CC BY
29351,29848322,Medical and legal point of view for low-vision patients.,oa_package/54/88/PMC5977547.tar.gz,BMC Musculoskelet Disord. 2018 May 30; 19:178,PMC5977547,6/6/2018 20:08,CC BY
29352,29796434,Quality of life and reconstructive surgery efforts in severe hand injuries.,oa_package/ba/b5/PMC5959025.tar.gz,Rom J Ophthalmol. 2018 Jan-Mar; 62(1):48-53,PMC5959025,5/30/2018 2:14,CC BY
29353,29581998,Oblique Chest X-Ray: An Alternative Way to Detect Pneumothorax.,oa_package/22/ad/PMC5865217.tar.gz,Lancet Child Adolesc Health. 2017 Dec 20; 1(4):293-301,PMC5865217,11/30/2018 19:22,CC BY
29354,26865052,ITF2357 transactivates Id3 and regulate TGFβ/BMP7 signaling pathways to attenuate corneal fibrosis.,oa_package/d8/bb/PMC4750002.tar.gz,Sci Rep. 2016 Feb 11; 6:20841,PMC4750002,2/18/2016 19:08,CC BY
29355,32385325,Characteristics of emergency patients with markedly elevated D-dimer levels.,oa_package/33/25/PMC7210267.tar.gz,Sci Rep. 2020 May 8; 10:7784,PMC7210267,5/15/2020 20:36,CC BY
29358,31989094,Clinical variables that increase the probability of pulmonary embolism diagnosis in symptomatic children.,oa_package/0c/0e/PMC6971320.tar.gz,Res Pract Thromb Haemost. 2019 Oct 26; 4(1):124-130,PMC6971320,1/29/2020 19:18,CC BY-NC-ND
29359,31728126,Deep Vein Thrombosis and the Neurosurgical Patient.,oa_package/5f/64/PMC6839661.tar.gz,Malays J Med Sci. 2019 Sep 4; 26(5):139-147,PMC6839661,11/16/2019 23:56,CC BY
29360,31249960,Activity Pattern Analysis Indicates Increased but Balanced Systemic Coagulation Activity in Response to Surgical Trauma.,oa_package/c7/52/PMC6524900.tar.gz,TH Open. 2018 Oct 1; 2(4):e350-e356,PMC6524900,6/30/2019 20:56,CC BY
29362,31156478,Venous Thromboembolism as an Adverse Effect During Treatment With Olanzapine: A Case Series.,oa_package/9d/f7/PMC6529840.tar.gz,Front Psychiatry. 2019 May 15; 10:330,PMC6529840,6/4/2019 20:33,CC BY
29364,31110570,The Role of Presepsin in Patients with Acute Surgical Diseases.,oa_package/a8/d2/PMC6514349.tar.gz,Open Access Maced J Med Sci. 2019 Apr 25; 7(8):1282-1286,PMC6514349,5/24/2019 16:56,NO-CC CODE
29366,30834009,Pulmonary Embolism Masquerading as Severe Pneumonia: A Case Report.,oa_package/cc/95/PMC6390142.tar.gz,Open Access Maced J Med Sci. 2019 Feb 10; 7(3):396-399,PMC6390142,3/17/2019 4:56,NO-CC CODE
29367,30593192,The Study of Coagulation Parameters in Polytrauma Patients and Their Effects on Outcome.,oa_package/6a/f7/PMC6314768.tar.gz,Medicine (Baltimore). 2018 Dec 28; 97(52):e13870,PMC6314768,1/14/2019 19:21,CC BY
29368,32476758,Post traumatic left cardiac luxation: A case report.,oa_package/5d/7b/PMC7240887.tar.gz,Indian J Radiol Imaging. 2020 Mar 30 Jan-Mar; 30(1):92-94,PMC7240887,6/3/2020 0:56,CC BY-NC-SA
29369,32476751,Exploring the stress sensitization theory with temperamentally inhibited children: a population-based study.,oa_package/50/a8/PMC7240884.tar.gz,Indian J Radiol Imaging. 2020 Mar 30 Jan-Mar; 30(1):59-63,PMC7240884,6/3/2020 0:56,CC BY-NC-SA
29370,32471371,An Adjunct Indicator for the Diagnosis of Fracture-Related Infections: Platelet Count to Mean Platelet Volume Ratio.,oa_package/d0/6b/PMC7260781.tar.gz,BMC Pediatr. 2020 May 29; 20:264,PMC7260781,6/7/2020 20:35,CC BY
29371,32460840,Primary repair of esophageal perforation: Case report.,oa_package/80/81/PMC7251667.tar.gz,Trials. 2020 May 27; 21:432,PMC7251667,6/4/2020 20:37,CC BY
29373,32455027,Sonographic Pearls for Imaging the Brachial Plexus and Its Pathologies.,oa_package/a4/67/PMC7231060.tar.gz,Adv Orthop. 2020 May 8; 2020:1895852,PMC7231060,5/27/2020 20:56,CC BY
29375,32450913,Opioid and Benzodiazepine Withdrawal Syndromes in Trauma ICU Patients: A Prospective Exploratory Study.,oa_package/f6/cd/PMC7249295.tar.gz,BMC Vet Res. 2020 May 25; 16:160,PMC7249295,6/4/2020 20:37,CC BY
29377,32440058,"Spontaneous Rupture of Extensor Pollicis Longus Tendon: Clinical and Occupational Implications, Treatment Approaches and Prognostic Outcome in Non-Rheumatoid Arthritis Patients: A Retrospective Study.",oa_package/3d/8c/PMC7229360.tar.gz,Int J Clin Pediatr Dent. 2019 Sep-Oct; 12(5):475-477,PMC7229360,5/23/2020 22:56,CC BY-NC
29378,29732209,The significance of predictable traumatic area by renorrhaphy in the prediction of postoperative ipsilateral renal function.,oa_package/40/01/PMC5926639.tar.gz,Cent European J Urol. 2018 Jan 22; 71(1):64-71,PMC5926639,5/8/2018 20:56,CC BY-NC-SA
29380,28426688,Vancomycin-associated acute kidney injury: A cross-sectional study from a single center in China.,oa_package/6b/68/PMC5398886.tar.gz,PLoS One. 2017 Apr 20; 12(4):e0175688,PMC5398886,5/4/2017 20:07,CC BY
29383,28280316,"The impact of hypomagnesemia on erectile dysfunction in elderly, non-diabetic, stage 3 and 4 chronic kidney disease patients: a prospective cross-sectional study.",oa_package/11/31/PMC5340248.tar.gz,Clin Interv Aging. 2017 Feb 24; 12:437-444,PMC5340248,5/13/2017 20:11,CC BY-NC
29388,27729984,Augmented renal clearance in Japanese intensive care unit patients: a prospective study.,oa_package/97/c6/PMC5048448.tar.gz,J Intensive Care. 2016 Oct 3; 4:62,PMC5048448,10/13/2016 18:47,CC BY
29390,23659341,Competing-risk analysis of death and dialysis initiation among elderly (≥80 years) newly referred to nephrologists: a French prospective study.,oa_package/e4/bc/PMC3662583.tar.gz,BMC Nephrol. 2013 May 7; 14:103,PMC3662583,9/30/2014 22:36,CC BY
29392,31796084,EGFR inhibition for metastasized cutaneous squamous cell carcinoma in dystrophic epidermolysis bullosa.,oa_package/32/82/PMC6889571.tar.gz,Orphanet J Rare Dis. 2019 Dec 3; 14:278,PMC6889571,12/11/2019 19:18,CC BY
29393,30720135,A novel mechanism for the anticancer activity of aspirin and salicylates.,oa_package/25/5e/PMC6411351.tar.gz,Int J Oncol. 2019 Jan 29; 54(4):1256-1270,PMC6411351,3/19/2019 20:19,CC BY-NC-ND
29394,30213992,Non-thermal plasma treated solution with potential as a novel therapeutic agent for nasal mucosa regeneration.,oa_package/7e/ae/PMC6137218.tar.gz,Sci Rep. 2018 Sep 13; 8:13754,PMC6137218,9/15/2018 20:27,CC BY
29395,26667819,"Screening of patients with augmented renal clearance in ICU: taking into account the CKD-EPI equation, the age, and the cause of admission.",oa_package/de/d8/PMC4681181.tar.gz,Ann Intensive Care. 2015 Dec 14; 5:49,PMC4681181,12/22/2015 19:08,CC BY
29397,24670222,Accelerated and increased joint damage in young mice with global inactivation of mitogen-inducible gene 6 after ligament and meniscus injury.,oa_package/ca/60/PMC4060238.tar.gz,Arthritis Res Ther. 2014 Mar 27; 16(2):R81,PMC4060238,9/18/2014 11:30,CC BY
29398,23931093,A randomized effectiveness study comparing trauma-focused cognitive behavioral therapy with therapy as usual for youth.,oa_package/7f/6c/PMC4037845.tar.gz,J Clin Child Adolesc Psychol. 2014 May 9; 43(3):356-369,PMC4037845,6/6/2014 20:08,NO-CC CODE
29399,25672544,Year in review 2013: Critical Care--metabolism.,oa_package/ab/2a/PMC4330939.tar.gz,Crit Care. 2014 Oct 27; 18(5):571,PMC4330939,2/18/2015 10:45,CC BY
29400,32190499,Bilateral Congenital Absence of Small Finger Flexor Digitorum Superficialis Tendons in a Trauma Patient.,oa_package/6e/c7/PMC7067351.tar.gz,Cureus.; 12(2):e6948,PMC7067351,3/20/2020 20:33,CC BY
29401,30608439,Trigger finger secondary to a neglected flexor tendon rupture.,oa_package/2a/25/PMC6344173.tar.gz,Medicine (Baltimore). 2019 Jan 4; 98(1):e13980,PMC6344173,2/4/2019 19:20,CC BY
29402,29913431,Subclinical Partial Attritional Rupture of the Flexor Digitorum Profundus as an Etiology of Atraumatic Trigger Finger.,oa_package/28/a6/PMC6005791.tar.gz,Int J Surg Case Rep. 2018 May 29; 48:87-91,PMC6005791,8/7/2018 11:20,CC BY-NC-ND
29403,28785499,Role of Vascular Endothelial Cells in Disseminated Intravascular Coagulation Induced by Seawater Immersion in a Rat Trauma Model.,oa_package/6a/5c/PMC5529635.tar.gz,Case Rep Orthop. 2017 Jul 12; 2017:8769369,PMC5529635,8/9/2017 21:14,CC BY
29404,27909468,The thromboelastometric discrepancy between septic and trauma induced disseminated intravascular coagulation diagnosed by the scoring system from the Japanese association for acute medicine.,oa_package/cc/34/PMC5111013.tar.gz,Eplasty. 2016 Nov 12; 16:ic43,PMC5111013,12/2/2016 20:10,CC BY
29405,21432897,Subclinical activation of coagulation and fibrinolysis in laparoscopic cholecystectomy: do risk factors exist?,oa_package/5a/30/PMC3193377.tar.gz,J Orthop Res. 2011 Sep 22; 29(9):1327-1335,PMC3193377,3/28/2013 8:11,CC BY
29406,29363269,Measuring fibrinolysis: from research to routine diagnostic assays.,oa_package/3a/86/PMC5947570.tar.gz,J Thromb Haemost. 2018 Apr 17; 16(4):652-662,PMC5947570,3/21/2020 20:35,CC BY-NC
29411,31885913,Correlation between Maximum Clot Firmness in FIBTEM and Fibrinogen Level in Critical Trauma Patients.,oa_package/cf/c2/PMC6893256.tar.gz,Crit Care Res Pract. 2019 Nov 22; 2019:2756461,PMC6893256,12/31/2019 23:56,CC BY
29414,31738314,A comparison between the TEG 6s and TEG 5000 analyzers to assess coagulation in trauma patients.,oa_package/6a/1b/PMC7004476.tar.gz,J Trauma Acute Care Surg. 2020 Feb 3; 88(2):279-285,PMC7004476,2/19/2020 19:34,CC BY-NC-ND
29415,30842625,Comparison of ROTEM parameters from venous and intraosseous blood.,oa_package/b8/4a/PMC6403318.tar.gz,Sci Rep. 2019 Mar 6; 9:3741,PMC6403318,3/8/2019 19:19,CC BY
29416,29065860,Assessment of Haemostasis in patients undergoing emergent neurosurgery by rotational Elastometry and standard coagulation tests: a prospective observational study.,oa_package/2f/97/PMC5655946.tar.gz,BMC Anesthesiol. 2017 Oct 24; 17:146,PMC5655946,10/31/2017 20:12,CC BY
29418,27716278,"A systematic review on the rotational thrombelastometry (ROTEM®) values for the diagnosis of coagulopathy, prediction and guidance of blood transfusion and prediction of mortality in trauma patients.",oa_package/5e/1a/PMC5048662.tar.gz,Scand J Trauma Resusc Emerg Med. 2016 Oct 3; 24:114,PMC5048662,10/12/2016 18:45,CC BY
29419,25571924,Functional capacity of reconstituted blood in 1:1:1 versus 3:1:1 ratios: a thrombelastometry study.,oa_package/0d/05/PMC4296528.tar.gz,Scand J Trauma Resusc Emerg Med. 2015 Jan 9; 23:2,PMC4296528,2/26/2015 16:21,CC BY
29420,32471412,Risk factors and the natural history of accelerated knee osteoarthritis: a narrative review.,oa_package/25/c4/PMC7260785.tar.gz,BMC Musculoskelet Disord. 2020 May 29; 21:332,PMC7260785,6/7/2020 20:35,CC BY
29423,32413092,Prolyl hydroxylase domain 2 reduction enhances skeletal muscle tissue regeneration after soft tissue trauma in mice.,oa_package/e5/83/PMC7228053.tar.gz,PLoS One. 2020 May 15; 15(5):e0233261,PMC7228053,6/1/2020 20:40,CC BY
29425,32047467,"Traumatic Stress, Attachment Style, and Health Outcomes in Cardiac Rehabilitation Patients.",oa_package/e6/9b/PMC6997333.tar.gz,Front Psychol. 2020 Jan 28; 11:75,PMC6997333,2/13/2020 19:34,CC BY
29427,32021347,Stress Hyperglycemia and Complications Following Traumatic Injuries in Individuals With/Without Diabetes: The Case of Orthopedic Surgery.,oa_package/a9/b7/PMC6954837.tar.gz,Diabetes Metab Syndr Obes. 2020 Jan 7; 13:9-17,PMC6954837,4/13/2020 12:56,CC BY-NC
29429,31939770,"In Vitro, In Vivo, and In Silico Methods for Assessment of Muscle Size and Muscle Growth Regulation.",oa_package/74/c9/PMC7161725.tar.gz,Shock. 2020 May 14; 53(5):605-615,PMC7161725,5/4/2020 20:38,CC BY-NC-ND
29431,31847860,Artesunate prevents knee intraarticular adhesion via PRKR-like ER kinase (PERK) signal pathway.,oa_package/da/c0/PMC6918576.tar.gz,J Orthop Surg Res. 2019 Dec 17; 14:448,PMC6918576,12/20/2019 19:17,CC BY
29432,31736938,Red blood cell metabolism in Rhesus macaques and humans: comparative biology of blood storage.,oa_package/4d/c2/PMC6830126.tar.gz,Front Immunol. 2019 Oct 24; 10:2431,PMC6830126,11/19/2019 21:56,CC BY
29434,31664062,Intraosseous microdialysis for bone free flap monitoring in head and neck reconstructive surgery: A prospective pilot study.,oa_package/e1/06/PMC6820768.tar.gz,Sci Rep. 2019 Oct 29; 9:15539,PMC6820768,11/4/2019 19:21,CC BY
